delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,key_resp.keys,key_resp.rt,key_resp.duration,polygon_3.started,polygon_3.stopped,text.started,textbox.started,button.started,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
0.7,1000,exp,4,8,56,11,358.3463794999989,359.3461752000003,359.3461752000003,359.3461752000003,space,2.362960500002373,None,362.428721100001,362.72841829999743,362.72841829999743,362.72841829999743,362.72841829999743,400,1,[2.0316867000001366],[2.0316908999993757],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.1,1000,exp,4,9,57,9,364.76108659999954,365.76075130000027,365.76075130000027,365.76075130000027,space,1.9830000000038126,None,367.8601256000002,368.159872799999,368.159872799999,368.159872799999,368.159872799999,50,1,[2.682447900002444],[2.682453600002191],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.4,1000,exp,4,10,58,10,370.8423662999994,371.8419909000004,371.8419909000004,371.8419909000004,space,1.9058514000025752,None,374.17457250000007,374.4743533000001,374.4743533000001,374.4743533000001,374.4743533000001,50,1,[3.098236599998927],[3.0982422000015504],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.4,1000,exp,4,11,59,7,377.5734811000002,378.5731261000001,378.5731261000001,378.5731261000001,space,0.8702180000000226,None,379.87270010000066,380.1725363999976,380.1725363999976,380.1725363999976,380.1725363999976,50,1,[2.5317173000003095],[2.53172160000031],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.7,1000,exp,5,0,60,5,382.7049320999977,383.70470919999934,383.70470919999934,383.70470919999934,space,1.028141599999799,None,385.45420119999835,385.75392909999937,385.75392909999937,385.75392909999937,385.75392909999937,100,1,[3.231654700000945],[3.2316609999979846],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.1,1000,exp,5,1,61,9,388.9860516999979,389.9857728999996,389.9857728999996,389.9857728999996,space,0.4054753999989771,None,390.5190786999992,390.81896389999747,390.81896389999747,390.81896389999747,390.81896389999747,50,1,[3.6648973999981536],[3.6649030999979004],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.1,1000,exp,5,2,62,6,394.4842255000003,395.4841176000009,395.4841176000009,395.4841176000009,space,0.9495064000038838,None,396.5502434000009,396.85019779999857,396.85019779999857,396.85019779999857,396.85019779999857,100,1,[2.7982669999983045],[2.7982726999980514],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.7,1000,exp,5,3,63,11,399.6492044999977,400.6489499999989,400.6489499999989,400.6489499999989,space,0.8960060000026715,None,402.26520789999995,402.56495200000063,402.56495200000063,402.56495200000063,402.56495200000063,200,1,[2.1320713000022806],[2.1320777000000817],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.1,400,unexp,5,4,64,0,404.6974764000006,405.6973856000004,405.6973856000004,405.6973856000004,space,1.3330437000004167,None,407.1467546999993,407.446617900001,407.446617900001,407.446617900001,407.446617900001,"50
",1,[3.0982231000016327],[3.098228900002141],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.7,400,unexp,5,5,65,2,410.54558850000103,411.5452628999992,411.5452628999992,411.5452628999992,space,1.3974598000022525,None,413.66121199999907,413.961175299999,413.961175299999,413.961175299999,413.961175299999,400,1,[2.4812231000032625],[2.481228900000133],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.4,1000,exp,5,6,66,4,416.4435522999993,417.4432769999985,417.4432769999985,417.4432769999985,space,0.08111250000001746,None,417.9430876000006,418.24301039999773,418.24301039999773,418.24301039999773,418.24301039999773,"350
",1,[3.6647683000010147],[3.6647731000011845],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.4,1000,exp,5,7,67,10,421.90834220000033,422.90794169999936,422.90794169999936,422.90794169999936,space,0.6939898000018729,None,424.0244335999996,424.3242016999975,424.3242016999975,424.3242016999975,424.3242016999975,300,1,[2.081590400001005],[2.081593700000667],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.1,1000,exp,5,8,68,3,426.4068088999993,427.4065363000009,427.4065363000009,427.4065363000009,space,0.8604799000022467,None,428.38947149999876,428.6893287999992,428.6893287999992,428.6893287999992,428.6893287999992,100,1,[3.0487561999980244],[3.0487618999977713],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.4,1000,exp,5,9,69,7,431.738306700001,432.7380555999989,432.7380555999989,432.7380555999989,space,3.0600290000002133,None,436.22034899999926,436.5201539000009,436.5201539000009,436.5201539000009,436.5201539000009,100,1,[2.8651353000022937],[2.865141100002802],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.4,400,unexp,5,10,70,1,439.3858103999992,440.38536589999785,440.38536589999785,440.38536589999785,space,0.6067593000007037,None,441.41852310000104,441.718436799998,441.718436799998,441.718436799998,441.718436799998,200,1,[1.7657896999990044],[1.765793599999597],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.7,1000,exp,5,11,71,8,443.4842896000009,444.48404279999886,444.48404279999886,444.48404279999886,space,2.3350211000033596,None,447.5496098000003,447.84959589999926,447.84959589999926,447.84959589999926,447.84959589999926,300,1,[1.9829857999975502],[1.9829917999995814],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.4,1000,exp,6,0,72,4,449.8322509999998,450.8319472000003,450.8319472000003,450.8319472000003,space,1.2631825000025856,None,452.5147380999988,452.8145904999983,452.8145904999983,452.8145904999983,452.8145904999983,350,1,[2.132059499999741],[2.132064499997796],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.4,1000,exp,6,1,73,7,454.94714079999903,455.9468099000005,455.9468099000005,455.9468099000005,space,0.05179370000041672,None,456.4299714999979,456.72991750000074,456.72991750000074,456.72991750000074,456.72991750000074,200 ,1,[2.4814653000030376],[2.481470900002023],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.7,1000,exp,6,2,74,11,459.21230260000084,460.2121029000009,460.2121029000009,460.2121029000009,space,1.3569997000013245,None,462.2947831999991,462.59460089999993,462.59460089999993,462.59460089999993,462.59460089999993,400,1,[3.5312962000025436],[3.531303300002037],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.1,400,unexp,6,3,75,0,466.126670499998,467.1263966999977,467.1263966999977,467.1263966999977,space,0.7343748999992386,None,467.99298400000043,468.2927409999975,468.2927409999975,468.2927409999975,468.2927409999975,50,1,[2.548556199999439],[2.5485614000026544],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.4,1000,exp,6,4,76,10,470.841763299999,471.8414386999975,471.8414386999975,471.8414386999975,space,0.502794800002448,None,472.77446340000097,473.07434959999955,473.07434959999955,473.07434959999955,473.07434959999955,250,1,[4.180221700000402],[4.180225399999472],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.7,1000,exp,6,5,77,8,477.25637300000017,478.25601649999953,478.25601649999953,478.25601649999953,space,1.422699200000352,None,480.4053705999977,480.70524680000017,480.70524680000017,480.70524680000017,480.70524680000017,350,1,[2.880666500001098],[2.880669400001352],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.1,1000,exp,6,6,78,3,483.58747909999875,484.58722710000075,484.58722710000075,484.58722710000075,space,2.272166599999764,None,486.98640969999906,487.2862936999991,487.2862936999991,487.2862936999991,487.2862936999991,50,1,[3.4148126000000047],[3.4148192000029667],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
0.1,1000,exp,6,7,79,6,490.7017390000001,491.7014812999987,491.7014812999987,491.7014812999987,space,1.3581623999998556,None,493.1844515999983,493.4841383999992,493.4841383999992,493.4841383999992,493.4841383999992,50,1,[2.348139000001538],[2.348143200000777],619033,001,2023-11-08_19h30.02.320,Intentional binding,2023.1.3,60.10966407213285,
